Lake,Counted by,Rep,Julian,Date sampled,DentA,DentJ,DentM,DentE,DentTot,PulA,PulJ,PulM,PulE,PulTot,RetroA,RetroJ,RetroM,RetroE,RetroTot,CerioA,CerioJ,CerioE,CerioTot,DubiaA,DubiaJ,DubiaM,DubiaE,DubiaTot,ParvA,ParvJ,ParvM,ParvE,ParvTot,AmbA,AmbJ,AmbTot,MendA,MendJ,MendM,MendE,MendTot
Gosling,CDG,1,287,10/14/2015,42570.34588,61920.5031,7740.062888,0,112230.9119,0,0,0,0,0,0,0,0,0,0,108360.8804,677255.5027,139321.132,924937.5151,0,0,0,0,0,15480.12578,30960.25155,0,0,46440.37733,2580.020963,2580.020963,5160.041925,0,0,0,0,0
Gosling,CDG,1,299,10/26/2015,15480.12578,34830.283,15480.12578,11610.09433,77400.62888,0,0,0,0,0,0,0,0,0,0,27090.22011,154801.2578,135451.1005,317342.5784,0,0,0,0,0,1935.015722,5805.047166,0,0,7740.062888,10320.08385,2580.020963,12900.10481,0,0,0,0,0
Gosling,CDG,1,313,11/9/2015,0,2580.020963,25800.20963,18060.14674,46440.37733,0,0,0,0,0,0,0,0,0,0,0,36120.29348,38700.31444,74820.60792,0,0,0,0,0,11610.09433,38700.31444,0,0,50310.40877,38700.31444,0,38700.31444,0,0,0,0,0
LilAp,CLS,1,229,8/17/2015,673385.4713,750786.1001,0,0,1424171.571,7740.062888,3870.031444,0,0,11610.09433,0,0,0,0,0,30960.25155,7740.062888,0,38700.31444,0,3870.031444,0,0,3870.031444,23220.18866,7740.062888,0,0,30960.25155,0,0,0,0,0,0,0,0
North,CLS,1,223,8/11/2015,359912.9243,267032.1696,0,0,626945.0939,3870.031444,0,0,0,3870.031444,216721.7609,259292.1067,0,0,476013.8676,0,0,0,0,0,0,0,0,0,3870.031444,11610.09433,0,0,15480.12578,3870.031444,3870.031444,7740.062888,0,0,0,0,0
North,CDG,1,237,8/25/2015,33540.27251,103200.8385,0,0,136741.111,10320.08385,7740.062888,0,0,18060.14674,23220.18866,172861.4045,0,0,196081.5932,58050.47166,56115.45594,0,114165.9276,3870.031444,3870.031444,0,0,7740.062888,27864.2264,12384.10062,0,0,40248.32702,3870.031444,0,3870.031444,0,0,0,0,0
LilAp,CLS,1,215,8/3/2015,847536.8862,1230669.999,0,0,2078206.885,0,0,0,0,0,0,0,0,0,0,69660.56599,58050.47166,0,127711.0377,0,0,0,0,0,0,7740.062888,0,0,7740.062888,0,0,0,0,0,0,0,0
LilAp,CLS,1,315,11/11/2015,49020.39829,25800.20963,23220.18866,30960.25155,129001.0481,0,0,0,0,0,2580.020963,2580.020963,0,0,5160.041925,15480.12578,2580.020963,0,18060.14674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LilAp,CLS,1,257,9/14/2015,342497.7828,768201.2416,0,0,1110699.024,0,0,0,0,0,0,5805.047166,0,0,5805.047166,162541.3206,89010.72321,0,251552.0439,0,1935.015722,0,0,1935.015722,5805.047166,3870.031444,0,0,9675.07861,0,0,0,0,0,0,0,0
Sullivan,CDG,1,203,7/22/2015,92880.75466,159961.2997,0,0,252842.0543,12900.10481,41280.3354,0,0,54180.44022,0,0,0,0,0,0,2580.020963,0,2580.020963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sullivan,CDG,1,216,8/4/2015,178021.4464,348302.83,0,0,526324.2764,23220.18866,69660.56599,0,0,92880.75466,0,0,0,0,0,7740.062888,25800.20963,0,33540.27251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mill,CLS,1,251,9/8/2015,46440.37733,54180.44022,0,0,100620.8175,0,0,0,0,0,166411.3521,286382.3269,0,0,452793.6789,0,3870.031444,0,3870.031444,0,0,0,0,0,0,3870.031444,0,0,3870.031444,0,0,0,0,0,0,0,0
LilAp,CLS,1,301,10/28/2015,299282.4317,232201.8866,319922.5994,59340.48214,910747.3998,0,0,0,0,0,0,0,0,0,0,36120.29348,7740.062888,0,43860.35637,0,0,0,0,0,0,2580.020963,0,0,2580.020963,0,0,0,0,0,0,0,0
LilAp,CLS,1,243,8/31/2015,356042.8928,1133919.213,0,0,1489962.106,0,0,0,0,0,0,3870.031444,0,0,3870.031444,30960.25155,34830.283,0,65790.53455,0,0,0,0,0,3870.031444,0,0,0,3870.031444,0,0,0,0,0,0,0,0
Walsh,CDG,1,219,8/7/2015,77400.62888,126421.0272,0,0,203821.6561,0,0,0,0,0,0,1935.015722,0,0,1935.015722,3870.031444,3870.031444,0,7740.062888,0,0,0,0,0,10320.08385,10320.08385,0,0,20640.1677,0,0,0,0,0,0,0,0
Walsh,CDG,1,251,9/8/2015,79980.64984,136741.111,0,0,216721.7609,0,0,0,0,0,2580.020963,2580.020963,0,0,5160.041925,2580.020963,2580.020963,0,5160.041925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walsh,CDG,1,306,11/2/2015,290252.3583,143191.1634,116100.9433,212851.7294,762396.1945,0,0,0,0,0,3870.031444,0,0,0,3870.031444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mill,CDG,1,306,11/2/2015,1935.015722,1935.015722,3870.031444,7740.062888,15480.12578,0,0,0,0,0,131581.0691,139321.132,28380.23059,0,299282.4317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North,CDG,1,308,11/4/2015,0,0,61920.5031,11610.09433,73530.59744,0,0,0,0,0,158671.2892,201241.6351,19350.15722,7740.062888,387003.1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sullivan,CDG,1,232,8/20/2015,250262.0334,619205.031,0,0,869467.0644,25800.20963,20640.1677,0,0,46440.37733,0,0,0,0,0,2580.020963,2580.020963,0,5160.041925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sullivan,CDG,1,244,9/1/2015,131581.0691,198661.6141,2580.020963,0,332822.7042,7740.062888,10320.08385,0,0,18060.14674,0,0,0,0,0,0,13545.11005,0,13545.11005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sullivan,CDG,1,259,9/16/2015,224461.8238,314762.5574,0,0,539224.3812,0,2580.020963,0,0,2580.020963,0,0,0,0,0,0,2580.020963,0,2580.020963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sullivan,CDG,1,271,9/28/2015,19350.15722,259292.1067,7740.062888,0,286382.3269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sullivan,CDG,1,287,10/14/2015,0,81270.66032,30960.25155,0,112230.9119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sullivan,CDG,1,299,10/26/2015,3870.031444,21285.17294,13545.11005,0,38700.31444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sullivan,CDG,1,313,11/9/2015,7740.062888,28380.23059,30960.25155,2580.020963,69660.56599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitmore,CDG,1,205,7/24/2015,7740.062888,5160.041925,0,0,12900.10481,139321.132,197371.6036,3870.031444,0,340562.7671,90300.73369,188341.5303,0,0,278642.264,2580.020963,0,0,2580.020963,0,0,0,0,0,0,0,0,0,0,0,0,0,2580.020963,12900.10481,0,0,15480.12578
Whitmore,CDG,1,218,8/6/2015,7740.062888,0,0,0,7740.062888,139321.132,286382.3269,0,0,425703.4588,77400.62888,208981.698,0,0,286382.3269,0,7740.062888,0,7740.062888,0,0,0,0,0,0,0,0,0,0,0,0,0,3870.031444,3870.031444,0,0,7740.062888
Whitmore,CDG,1,233,8/21/2015,2580.020963,0,0,0,2580.020963,13545.11005,15480.12578,0,0,29025.23583,131581.0691,139321.132,0,0,270902.2011,5160.041925,7740.062888,0,12900.10481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2580.020963,0,0,2580.020963
Whitmore,CDG,1,247,9/4/2015,3870.031444,3870.031444,0,0,7740.062888,3870.031444,0,0,0,3870.031444,201241.6351,379263.0815,0,0,580504.7166,7740.062888,3870.031444,0,11610.09433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7740.062888,0,0,7740.062888
Whitmore,CDG,1,260,9/17/2015,3870.031444,1935.015722,0,0,5805.047166,0,0,0,0,0,77400.62888,143191.1634,0,0,220591.7923,1935.015722,7740.062888,0,9675.07861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3870.031444,0,0,3870.031444
Whitmore,CDG,1,275,10/2/2015,0,0,0,0,0,0,0,0,0,0,10320.08385,41280.3354,0,0,51600.41925,7740.062888,7740.062888,0,15480.12578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitmore,CDG,1,288,10/15/2015,0,1290.010481,0,0,1290.010481,0,0,0,0,0,2580.020963,2580.020963,0,0,5160.041925,0,3870.031444,1290.010481,5160.041925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitmore,CDG,1,303,10/30/2015,0,0,0,0,0,0,0,0,0,0,58050.47166,23220.18866,3870.031444,0,85140.69177,3870.031444,0,0,3870.031444,0,0,0,0,0,0,0,0,0,0,0,0,0,3870.031444,3870.031444,0,0,7740.062888
Whitmore,CDG,1,317,11/13/2015,0,0,0,0,0,0,0,0,0,0,15480.12578,2580.020963,0,0,18060.14674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CrookedW,CDG,1,197,7/16/2015,50310.40877,116100.9433,0,0,166411.3521,0,0,0,0,0,19350.15722,30960.25155,0,0,50310.40877,3870.031444,0,0,3870.031444,58050.47166,89010.72321,0,0,147061.1949,0,0,0,0,0,0,0,0,0,0,0,0,0
CrookedW,CDG,1,211,7/30/2015,116100.9433,90300.73369,0,0,206401.677,0,0,0,0,0,59340.48214,152221.2368,0,0,211561.7189,32508.26413,43344.35217,0,75852.6163,28380.23059,23220.18866,0,0,51600.41925,0,0,0,0,0,0,0,0,0,0,0,0,0
CrookedW,CDG,1,226,8/14/2015,64500.52407,56760.46118,0,0,121260.9852,0,0,0,0,0,340562.7671,421833.4274,0,0,762396.1945,2580.020963,0,0,2580.020963,15480.12578,38700.31444,0,0,54180.44022,0,0,0,0,0,0,0,0,0,0,0,0,0
CrookedW,CDG,1,239,8/27/2015,15480.12578,73530.59744,0,0,89010.72321,0,0,0,0,0,220591.7923,568894.6223,0,0,789486.4146,0,0,0,0,19350.15722,19350.15722,0,0,38700.31444,0,0,0,0,0,0,0,0,0,0,0,0,0
CrookedW,CDG,1,254,9/11/2015,25800.20963,49020.39829,0,0,74820.60792,0,0,0,0,0,28380.23059,33540.27251,0,0,61920.5031,2580.020963,0,0,2580.020963,2580.020963,7740.062888,0,0,10320.08385,0,0,0,0,0,0,0,0,0,0,0,0,0
CrookedW,CDG,1,268,9/25/2015,18060.14674,38700.31444,0,0,56760.46118,0,0,0,0,0,77400.62888,95460.77562,0,0,172861.4045,0,2580.020963,0,2580.020963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CrookedW,CDG,1,282,10/9/2015,15480.12578,3870.031444,0,0,19350.15722,0,0,0,0,0,24510.19915,41280.3354,0,0,65790.53455,1290.010481,3870.031444,0,5160.041925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CrookedW,CDG,2,295,10/22/2015,1290.010481,3870.031444,1290.010481,0,6450.052407,0,0,0,0,0,3870.031444,9030.073369,0,0,12900.10481,3870.031444,1290.010481,0,5160.041925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CrookedW,CDG,1,310,11/6/2015,0,0,0,0,0,0,0,0,0,0,12900.10481,7740.062888,2580.020963,5160.041925,28380.23059,1290.010481,1290.010481,1290.010481,3870.031444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CrookedP,CDG,1,195,7/14/2015,193501.5722,258002.0963,0,0,451503.6685,0,0,0,0,0,2580.020963,2580.020963,0,0,5160.041925,34830.283,25155.20439,0,59985.48738,0,0,0,0,0,116100.9433,25800.20963,0,0,141901.1529,12900.10481,0,12900.10481,0,0,0,0,0
CrookedP,CDG,1,209,7/28/2015,95460.77562,141901.1529,0,0,237361.9286,0,0,0,0,0,9675.07861,15480.12578,0,0,25155.20439,100620.8175,123841.0062,0,224461.8238,0,2580.020963,0,0,2580.020963,19350.15722,61920.5031,0,0,81270.66032,0,0,0,0,0,0,0,0
CrookedP,CDG,1,223,8/11/2015,36120.29348,33540.27251,0,0,69660.56599,0,0,0,0,0,7740.062888,28380.23059,0,0,36120.29348,59340.48214,46440.37733,0,105780.8595,0,0,0,0,0,7740.062888,20640.1677,0,0,28380.23059,2580.020963,0,2580.020963,0,0,0,0,0
CrookedP,CDG,1,237,8/25/2015,30960.25155,42570.34588,0,0,73530.59744,0,0,0,0,0,5805.047166,7740.062888,0,0,13545.11005,191566.5565,152866.242,0,344432.7985,0,0,0,0,0,23220.18866,7740.062888,0,0,30960.25155,1935.015722,1935.015722,3870.031444,0,0,0,0,0
CrookedP,CDG,1,252,9/9/2015,30960.25155,139321.132,0,0,170281.3835,0,0,0,0,0,0,3870.031444,0,0,3870.031444,243811.981,270902.2011,0,514714.1821,0,0,0,0,0,40635.33016,44505.36161,0,0,85140.69177,0,0,0,0,0,0,0,0
CrookedP,CDG,1,266,9/23/2015,19350.15722,30960.25155,0,0,50310.40877,0,0,0,0,0,3870.031444,7740.062888,0,0,11610.09433,85140.69177,89010.72321,0,174151.415,0,0,0,0,0,58050.47166,69660.56599,0,0,127711.0377,0,0,0,0,0,0,0,0
CrookedP,CDG,1,280,10/7/2015,162541.3206,112230.9119,7740.062888,0,282512.2954,0,0,0,0,0,3870.031444,3870.031444,0,0,7740.062888,135451.1005,73530.59744,15480.12578,224461.8238,0,0,0,0,0,108360.8804,255422.0753,7740.062888,0,371523.0186,0,3870.031444,3870.031444,0,0,0,0,0
CrookedP,CDG,1,294,10/21/2015,96750.7861,147061.1949,69660.56599,11610.09433,325082.6413,0,0,0,0,0,11610.09433,0,3870.031444,0,15480.12578,42570.34588,46440.37733,7740.062888,96750.7861,0,0,0,0,0,158671.2892,162541.3206,7740.062888,0,328952.6727,0,0,0,0,0,0,0,0
CrookedP,CDG,1,308,11/4/2015,5160.041925,20640.1677,49020.39829,33540.27251,108360.8804,0,0,0,0,0,5160.041925,0,0,0,5160.041925,11610.09433,30960.25155,5805.047166,48375.39305,0,0,0,0,0,90300.73369,110940.9014,5160.041925,0,206401.677,2580.020963,0,2580.020963,0,0,0,0,0
Woodland,CDG,1,205,7/24/2015,0,6192.05031,0,0,6192.05031,0,0,0,0,0,28380.23059,51600.41925,0,0,79980.64984,167701.3626,129001.0481,0,296702.4107,0,0,0,0,0,2580.020963,2580.020963,0,0,5160.041925,0,2580.020963,2580.020963,5160.041925,2580.020963,0,0,7740.062888
Woodland,CDG,1,218,8/6/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1269370.314,4079013.142,0,5348383.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Woodland,CDG,1,233,8/21/2015,0,0,0,0,0,0,0,0,0,0,0,15480.12578,0,0,15480.12578,89010.72321,139321.132,0,228331.8552,0,0,0,0,0,3870.031444,3870.031444,0,0,7740.062888,0,0,0,0,0,0,0,0
Woodland,CDG,1,247,9/4/2015,0,0,0,0,0,0,0,0,0,0,29025.23583,52245.42449,0,0,81270.66032,36120.29348,41280.3354,0,77400.62888,0,0,0,0,0,5160.041925,20640.1677,0,0,25800.20963,0,2580.020963,2580.020963,0,0,0,0,0
Woodland,CDG,1,260,9/17/2015,1935.015722,0,0,0,1935.015722,0,0,0,0,0,90300.73369,113520.9224,0,0,203821.6561,13545.11005,7740.062888,0,21285.17294,0,0,0,0,0,9288.075466,27864.2264,0,0,37152.30186,0,0,0,0,0,0,0,0
Woodland,CDG,1,275,10/2/2015,0,7740.062888,0,0,7740.062888,0,0,0,0,0,158671.2892,263162.1382,0,0,421833.4274,64500.52407,121260.9852,0,185761.5093,0,0,0,0,0,38700.31444,54180.44022,0,0,92880.75466,0,0,0,0,0,0,0,0
Woodland,CDG,1,288,10/15/2015,15480.12578,1548.012578,0,0,17028.13835,0,0,0,0,0,327662.6623,219301.7818,64500.52407,0,611464.9682,69660.56599,90300.73369,51600.41925,211561.7189,0,0,0,0,0,7740.062888,5805.047166,11610.09433,0,25155.20439,0,0,0,1548.012578,1548.012578,0,0,3096.025155
Woodland,CDG,1,303,10/30/2015,0,0,0,0,0,0,0,0,0,0,487623.9619,228331.8552,119970.9748,15480.12578,851406.9177,108360.8804,104490.849,30960.25155,243811.981,0,0,0,0,0,46440.37733,69660.56599,38700.31444,0,154801.2578,0,0,0,15480.12578,23220.18866,0,0,38700.31444
Woodland,CDG,1,317,11/13/2015,2580.020963,0,0,0,2580.020963,0,0,0,0,0,81270.66032,54180.44022,15480.12578,3870.031444,154801.2578,2580.020963,25800.20963,18060.14674,46440.37733,0,0,0,0,0,12900.10481,5160.041925,2580.020963,0,20640.1677,0,0,0,2580.020963,10320.08385,0,0,12900.10481
Appleton,CDG,1,202,7/21/2015,12900.10481,36120.29348,0,0,49020.39829,129001.0481,227041.8447,2580.020963,0,358622.9138,18060.14674,72240.58695,0,0,90300.73369,0,2580.020963,0,2580.020963,15480.12578,79980.64984,0,0,95460.77562,0,0,0,0,0,0,0,0,0,0,0,0,0
Appleton,CDG,1,215,8/3/2015,23220.18866,7740.062888,0,0,30960.25155,95460.77562,312182.5365,0,0,407643.3121,23220.18866,46440.37733,0,0,69660.56599,0,0,0,0,7740.062888,56760.46118,0,0,64500.52407,0,0,0,0,0,0,0,0,0,0,0,0,0
Appleton,CDG,1,229,8/17/2015,7740.062888,30960.25155,0,0,38700.31444,67080.54503,221881.8028,0,0,288962.3478,43344.35217,71208.57857,0,0,114552.9307,0,0,0,0,15480.12578,41280.3354,0,0,56760.46118,0,0,0,0,0,0,0,0,0,0,0,0,0
Appleton,CDG,1,243,8/31/2015,18060.14674,28380.23059,0,0,46440.37733,72240.58695,216721.7609,0,0,288962.3478,49020.39829,85140.69177,0,0,134161.0901,0,0,0,0,19350.15722,21285.17294,0,0,40635.33016,0,0,0,0,0,0,0,0,0,0,0,0,0
Appleton,CDG,1,257,9/14/2015,10320.08385,28380.23059,0,0,38700.31444,23220.18866,43860.35637,0,0,67080.54503,49020.39829,59340.48214,0,0,108360.8804,0,0,0,0,11610.09433,21930.17818,0,0,33540.27251,0,0,0,0,0,0,0,0,0,0,0,0,0
Appleton,CDG,1,273,9/30/2015,10320.08385,28380.23059,0,0,38700.31444,18060.14674,41280.3354,0,0,59340.48214,23220.18866,48375.39305,0,0,71595.58171,0,1935.015722,0,1935.015722,20640.1677,56760.46118,0,0,77400.62888,0,0,0,0,0,0,0,0,0,0,0,0,0
Appleton,CDG,1,285,10/12/2015,17415.1415,25155.20439,0,0,42570.34588,1935.015722,9675.07861,0,0,11610.09433,1935.015722,1935.015722,0,0,3870.031444,0,1935.015722,0,1935.015722,5160.041925,11610.09433,0,0,16770.13626,0,0,0,0,0,0,0,0,0,0,0,0,0
Appleton,CDG,1,301,10/28/2015,15480.12578,48375.39305,15480.12578,3870.031444,83205.67605,0,7740.062888,0,0,7740.062888,25800.20963,25800.20963,5160.041925,0,56760.46118,0,0,0,0,56760.46118,64500.52407,0,0,121260.9852,0,0,0,0,0,0,0,0,0,0,0,0,0
Appleton,CDG,1,315,11/11/2015,2580.020963,2580.020963,15480.12578,0,20640.1677,2322.018866,5418.044022,0,0,7740.062888,33540.27251,82560.67081,12900.10481,5160.041925,134161.0901,0,0,0,0,48375.39305,59985.48738,0,0,108360.8804,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruin,CDG,1,195,7/14/2015,92880.75466,18060.14674,0,0,110940.9014,131581.0691,236071.9181,15480.12578,0,383133.113,81270.66032,46440.37733,0,0,127711.0377,0,0,0,0,34830.283,34830.283,0,0,69660.56599,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruin,CDG,1,209,7/28/2015,25155.20439,46440.37733,0,0,71595.58171,30960.25155,56115.45594,1935.015722,0,89010.72321,50310.40877,75465.61316,0,0,125776.0219,0,0,0,0,25155.20439,59985.48738,0,0,85140.69177,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruin,CDG,1,223,8/11/2015,23220.18866,30960.25155,0,0,54180.44022,41280.3354,278642.264,0,0,319922.5994,92880.75466,141901.1529,0,0,234781.9076,0,0,0,0,82560.67081,118680.9643,0,0,201241.6351,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruin,CDG,1,237,8/25/2015,20640.1677,23220.18866,0,0,43860.35637,36120.29348,82560.67081,0,0,118680.9643,42570.34588,96750.7861,0,0,139321.132,0,0,0,0,23220.18866,69660.56599,0,0,92880.75466,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruin,CDG,1,252,9/9/2015,27090.22011,44505.36161,0,0,71595.58171,16770.13626,15480.12578,0,0,32250.26203,2580.020963,1290.010481,0,0,3870.031444,0,0,0,0,5160.041925,7740.062888,0,0,12900.10481,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruin,CDG,1,266,9/23/2015,7740.062888,23220.18866,0,0,30960.25155,1935.015722,15480.12578,0,0,17415.1415,3870.031444,9675.07861,0,0,13545.11005,0,0,0,0,1935.015722,3870.031444,0,0,5805.047166,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruin,CDG,1,280,10/7/2015,9675.07861,25155.20439,11610.09433,1935.015722,48375.39305,3870.031444,3870.031444,0,0,7740.062888,29025.23583,69660.56599,0,0,98685.80182,0,0,0,0,1935.015722,11610.09433,0,0,13545.11005,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruin,CDG,1,294,10/21/2015,703.6420807,8443.704969,1407.284161,1407.284161,11961.91537,0,703.6420807,0,0,703.6420807,10642.58647,21285.17294,0,0,31927.75941,0,0,0,0,0,703.6420807,0,0,703.6420807,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruin,CDG,1,318,11/14/2015,967.507861,1935.015722,4837.539305,6772.555027,14512.61792,0,0,0,0,0,19350.15722,36765.29872,1935.015722,3870.031444,61920.5031,0,967.507861,0,967.507861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
